fiscal_year,organization_name,project_name,city,province,region,community_type,grant_or_contribution,amount_approved,presenter_type,disciplines,audiences,project_sub_type,project_type,amount_category,disciplines_media_art,disciplines_music,disciplines_theatre,disciplines_performance_art,disciplines_dance,disciplines_comedy,disciplines_circus,disciplines_other,disciplines_literature,disciplines_visual_arts,disciplines_storytelling,disciplines_variety,disciplines_heritage_centre/site,disciplines_cinema,audiences_cultural_diversity,audiences_young_audience,audiences_none,audiences_indigenous_communities,audiences_official_language_minority,audiences_rural_or_remote_regions
2017-2018,North Bay Theatre and Arts Community Centre,2016-2017 & 2017-2018 Programming - Multi Year (2 of 2),North Bay,Ontario,Ontario,Small Urban,Grant,60000,Multidisciplinary,"['Visual Arts', 'Dance', 'Media Art', 'Music', 'Theatre', 'Comedy']",['None'],Programming,Series,$50.0K,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2017-2018,Fredericton Playhouse Inc.,Spotlight Series - Multi Year (2 of 2),Fredericton,New Brunswick,Atlantic,Small Urban,Grant,50000,Multidisciplinary,"['Dance', 'Music', 'Theatre']",['Young Audience'],Programming,Series,$23.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Festival des musiques de crÃÂ©ation du Saguenay-Lac-St-Jean inc.,25e et 26e ÃÂ©ditions du Festival des musiques de crÃÂ©ation - Multi Year (1 of 2),Saguenay,Quebec,Quebec,Medium Urban,Grant,15000,Specialized,['Music'],['Young Audience'],Programming,Festival,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,CityFolk Festival,2016 CityFolk,Ottawa,Ontario,Ontario,Large Urban,Contribution,70000,Specialized,['Music'],['Rural or Remote Regions'],Programming,Festival,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2017-2018,City of Spruce Grove (Horizon Stage Performing Arts Centre),2016-17 and 2017-18 Professional Series - Multi Year (2 of 2),Spruce Grove,Alberta,Western,Large Urban,Grant,45000,Multidisciplinary,"['Music', 'Theatre']",['Young Audience'],Programming,Festival & Series,$23.0K,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Workman Arts Project of Ontario Inc.,Rendezvous With Madness Film Festival - Multi Year (1 of 3),Toronto,Ontario,Ontario,Large Urban,Grant,15000,Multidisciplinary,"['Visual Arts', 'Media Art']",['Young Audience'],Programming,Festival,$12.0K,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2017-2018,Rencontre ThÃÂ©ÃÂ¢tre Ados (La),Festival RTA 2017 - Festival RTA 2018 - Multi Year (1 of 2),Laval,Quebec,Quebec,Large Urban,Grant,47500,Specialized,['Theatre'],"['Cultural Diversity', 'Young Audience']",Programming,Festival,$23.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2016-2017,Centre rÃÂ©gional de loisirs culturels inc. (Le),Programmation culturelle de la rÃÂ©gion de Kapuskasing - Multi Year (1 of 2),Kapuskasing,Ontario,Ontario,Remote,Grant,30000,Multidisciplinary,"['Music', 'Theatre']",['Official Language Minority'],Programming,Festival & Series,$23.0K,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017-2018,River and Sky Arts in the Woods,River & Sky Music/Camping Festival - Multi Year (1 of 3),Sudbury,Ontario,Ontario,Medium Urban,Grant,17000,Specialized,['Music'],['Young Audience'],Programming,Festival,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,ThÃÂ©ÃÂ¢tre Denise-Pelletier inc. (Le),Saison de diffusion 2016-2017 de la salle Fred-Barry,MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,55000,Specialized,['Theatre'],"['Official Language Minority', 'Young Audience']",Programming,Series,$50.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2017-2018,Pender Harbour Music Society (The),Concert Series - Multi Year (1 of 4),Madeira Park,British Columbia,Western,Remote,Grant,3500,Specialized,['Music'],['Young Audience'],Programming,Series,less than $8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,ThÃÂ©ÃÂ¢tre Aux ÃÂcuries,Saison artistique 2016-2017,MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,20000,Specialized,['Theatre'],"['Official Language Minority', 'Young Audience']",Programming,Series,$12.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2016-2017,Osprey Arts Centre Association,Osprey Season 2015 & 2016 - Multi Year (2 of 2),Shelburne,Nova Scotia,Atlantic,Remote,Grant,10000,Multidisciplinary,"['Dance', 'Music', 'Theatre']","['Cultural Diversity', 'Young Audience']",Programming,Series,$8.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2016-2017,Conseil des Arts de Hearst (Le),Programmation artistique et culturelle annuelle (pluriannuelle 2016-17 et 2017-18) - Multi Year (1 of 2),Hearst,Ontario,Ontario,Remote,Grant,50000,Multidisciplinary,"['Music', 'Theatre', 'Comedy', 'Circus']","['Official Language Minority', 'Young Audience']",Programming,Festival & Series,$23.0K,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2017-2018,Corporation de la salle de spectacle de Sept-ÃÂles inc.,"2017-2018 ""Bravo!"" - 2018-2019 ""Encore!"" - Multi Year (1 of 2)",Sept-ÃÂles,Quebec,Quebec,Remote,Grant,42000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy', 'Circus', 'Other']",['Young Audience'],Programming,Series,$23.0K,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Maison quÃÂ©bÃÂ©coise du thÃÂ©ÃÂ¢tre pour l'enfance et la jeunesse,Saison 2016-2017 / 2017-2018 - Multi Year (2 of 2),MontrÃÂ©al,Quebec,Quebec,Large Urban,Contribution,130000,Specialized,['Theatre'],['Young Audience'],Programming,Series,$50.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Lawnya Vawnya Inc.,Lawnya Vawnya VII-IX - Multi Year (1 of 3),St. John's,Newfoundland and Labrador,Atlantic,Medium Urban,Grant,10000,Specialized,['Music'],"['Official Language Minority', 'Young Audience']",Programming,Festival,$8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2017-2018,Lakes District Arts Council,Presenting Series 2017 and Presenting Series 2018 - Multi Year (1 of 2),Burns lake,British Columbia,Western,Remote,Grant,5500,Multidisciplinary,"['Dance', 'Music']","['Cultural Diversity', 'Young Audience']",Programming,Series,less than $8.0K,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2017-2018,Atlantic Presenters Association Inc.,APA Programming and Services - Multi Year (1 of 3),Charlottetown,Prince Edward Island,Atlantic,Small Urban,Contribution,160566,Specialized,"['Dance', 'Music', 'Theatre', 'Other']",['None'],Programming,Presenters Support Organization,$50.0K,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Vancouver Folk Music Festival Society (The),Vancouver Folk Music Festival - Multi Year (1 of 4),Vancouver,British Columbia,Western,Large Urban,Grant,100000,Specialized,['Music'],['None'],Programming,Festival & Series,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Full Circle Festival Society,Full Circle Festival - Multi Year (1 of 2),Halifax,Nova Scotia,Atlantic,Large Urban,Grant,6000,Specialized,['Music'],"['Cultural Diversity', 'Young Audience']",Programming,Festival & Series,less than $8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2017-2018,High River Gift of Music Society,Classical Music in Rural Alberta,High River,Alberta,Western,Small Urban,Grant,4000,Specialized,['Music'],['Young Audience'],Programming,Series,less than $8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Saskatchewan Festival of Words Inc.,Saskatchewan Festival of Words,Moose Jaw,Saskatchewan,Prairies,Rural,Grant,30000,Specialized,['Literature'],['None'],Programming,Festival & Series,$23.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Festival Zoofest,Festival Zoofest 2016,MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,10000,Specialized,['Comedy'],['None'],Programming,Festival,$8.0K,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Obey Convention Music and Arts Society,OBEY Convention X,Head of Chezzetcook,Nova Scotia,Atlantic,Rural,Grant,12000,Specialized,['Music'],['Young Audience'],Programming,Festival,$8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Comox Valley Folk Society,Vancouver Island MusicFest & Concerts - Mutli Year (2 of 2),Courtenay,British Columbia,Western,Rural,Grant,40000,Specialized,['Music'],['None'],Programming,Festival & Series,$23.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Nickel Independent Film Festival Inc.,"17,18, & 19th Annual Nickel Independent Film Festival - Multi Year (1 of 2)",St. John's,Newfoundland and Labrador,Atlantic,Medium Urban,Grant,20000,Specialized,['Media Art'],['Young Audience'],Programming,Festival & Series,$12.0K,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Discovery Coast Music Festival (The),Bella Coola Music Festival - Multi Year (2 of 2),Bella Coola,British Columbia,Western,Remote,Grant,21000,Specialized,['Music'],['Indigenous Communities'],Programming,Festival,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2016-2017,MontrÃÂ©al Chamber Music Festival / Festival de musique de chambre de MontrÃÂ©al,"Festival 2016 (21e ÃÂ©dition) ""En amour avec l'Autriche"" ET Festival 2017 (22e ÃÂ©dition) - Celebrating Canada! - Multi Year (1 of 2)",MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,17000,Specialized,['Music'],['Official Language Minority'],Programming,Festival & Series,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017-2018,Workshop West Playwrights' Theatre Society,Canoe Theatre Festival - Multi Year (2 of 2),Edmonton,Alberta,Western,Large Urban,Grant,15000,Specialized,['Theatre'],['None'],Programming,Festival,$12.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,St. Lawrence Acoustic Stage Performances Inc.,2017-2020 Music and Workshop Series - Multi Year (1 of 3),Morrisburg,Ontario,Ontario,Rural,Grant,14000,Specialized,['Music'],"['Young Audience', 'Indigenous Communities']",Programming,Series,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2016-2017,Atlin Arts and Music Festival Society,Atlin Arts and Music Festival: Festival 2016 and Festival 2017 - Multi Year (1 of 2),Atlin,British Columbia,Western,Remote,Grant,26000,Multidisciplinary,"['Visual Arts', 'Dance', 'Media Art', 'Music']","['Official Language Minority', 'Young Audience', 'Indigenous Communities']",Programming,Festival,$23.0K,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
2016-2017,West Vancouver Arts Centre Trust,Kay Meek Centre Presentation Series - Multi Year (2 of 2),West Vancouver,British Columbia,Western,Large Urban,Grant,12000,Multidisciplinary,"['Music', 'Theatre']",['Young Audience'],Programming,Series,$8.0K,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Orford Musique,Festival Orford - Multi Year (1 of 2),Orford,Quebec,Quebec,Rural,Grant,65000,Specialized,['Music'],['Official Language Minority'],Programming,Festival,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017-2018,Music Toronto,2017-2018 Concert Season,Toronto,Ontario,Ontario,Large Urban,Grant,55000,Specialized,['Music'],['None'],Programming,Series,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Centre culturel de Joliette inc.,Programmation multidisciplinaire 2016-2017 du Centre culturel de Joliette,Joliette,Quebec,Quebec,Rural,Grant,40000,Multidisciplinary,"['Literature', 'Music', 'Theatre', 'Comedy', 'Other']",['Young Audience'],Programming,Series,$23.0K,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Corporation of the City of St. Catharines (The),Professional Entertainment Series,St. Catharines,Ontario,Ontario,Medium Urban,Contribution,45000,Multidisciplinary,"['Dance', 'Music', 'Theatre']",['Young Audience'],Programming,Festival & Series,$23.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Prince George Folkfest Society,Coldsnap-The Prince George Winter Music Festival,Prince George,British Columbia,Western,Small Urban,Grant,15000,Specialized,['Music'],['None'],Programming,Festival,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Ottawa Children's Festival de la Jeunesse,Ottawa International Children's Festival de la Jeunesse Multi Year (1 of 2),Ottawa,Ontario,Ontario,Large Urban,Contribution,130000,Multidisciplinary,"['Dance', 'Literature', 'Media Art', 'Music', 'Theatre', 'Comedy', 'Circus']","['Official Language Minority', 'Young Audience']",Programming,Festival,$50.0K,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False
2016-2017,Biennale de MontrÃÂ©al,BNLMTL 2016,MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,70000,Specialized,['Visual Arts'],"['Official Language Minority', 'Young Audience']",Programming,Festival,$50.0K,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2017-2018,Galerie Sans Nom Coop LtÃÂ©e,Festival de musique et d'art sonore RE:FLUX - Multi Year (1 of 2),Moncton,New Brunswick,Atlantic,Small Urban,Grant,12000,Multidisciplinary,"['Visual Arts', 'Music']",['Official Language Minority'],Programming,Festival,$8.0K,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2016-2017,SociÃÂ©tÃÂ© de musique contemporaine du QuÃÂ©bec (La),"Festival MontrÃÂ©al/Nouvelles Musiques, ÃÂ©dition 2017",MontrÃÂ©al,Quebec,Quebec,Large Urban,Contribution,100000,Specialized,['Music'],['Young Audience'],Programming,Festival,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Centre for Aboriginal Media (Ontario) (The),imagineNATIVE Film + Media Arts Festival - Multi Year (2 of 2),Toronto,Ontario,Ontario,Large Urban,Grant,75000,Specialized,['Media Art'],"['Young Audience', 'Indigenous Communities']",Programming,Festival,$50.0K,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2017-2018,Agora de la danse (L'),Programmation 2017-2018,MontrÃÂ©al,Quebec,Quebec,Large Urban,Contribution,120000,Specialized,['Dance'],['Official Language Minority'],Programming,Series,$50.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-2017,Matapa Music and arts Organization,World Music Series & Roots en Route Arts Festival,Hamilton,Ontario,Ontario,Large Urban,Grant,15000,Multidisciplinary,"['Dance', 'Music']",['Cultural Diversity'],Programming,Festival & Series,$12.0K,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2016-2017,Sampradaya Dance Creations,Sampradaya Theatre - Presenting Series - The Kalangan Series - World of South Asian Arts & The Horizon Series - Multi Year (1 of 2),Mississauga,Ontario,Ontario,Large Urban,Grant,13000,Specialized,['Dance'],['Cultural Diversity'],Programming,Series,$12.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2016-2017,Centre des Arts la Petite ÃÂglise D'Edmundston Inc.,Edmunston en spectacle - DÃÂ©couvrir et redÃÂ©couvrir - Multi Year (1 of 2),Edmundston,New Brunswick,Atlantic,Rural,Grant,15000,Multidisciplinary,"['Dance', 'Literature', 'Music', 'Comedy']","['Official Language Minority', 'Young Audience']",Programming,Series,$12.0K,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2016-2017,Village Theatre West inc.,"Performing Arts Series,
 Presenters",Hudson,Quebec,Quebec,Large Urban,Grant,10000,Multidisciplinary,"['Theatre', 'Comedy', 'Circus']","['Official Language Minority', 'Young Audience']",Programming,Series,$8.0K,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2017-2018,Art Starts in Schools Society (The),Arts Engagement for Young Canadians - Multi Year (2 of 2),Vancouver,British Columbia,Western,Large Urban,Grant,65000,Multidisciplinary,"['Dance', 'Literature', 'Music', 'Theatre']",['Young Audience'],Programming,Presenters Support Organization,$50.0K,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Calgary Blues Music Association,Calgary Midwinter Bluesfest and Calgary International Blues Festival - Multi Year (1 of 2),Calgary,Alberta,Western,Large Urban,Grant,23000,Specialized,['Music'],['Young Audience'],Programming,Festival,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,RÃÂ©seau des Grands Espaces inc.,"Appui ÃÂ  la diffusion des arts de la scÃÂ¨ne, dans l'Ouest et le Nord Canadiens, en 2016-2017 et 2017-2018 - Multi Year (1 of 2)",Winnipeg,Manitoba,Prairies,Large Urban,Grant,80000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Performance Art']",['Official Language Minority'],Programming,Presenters Support Organization,$50.0K,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-2017,Blue Feather Musical Society (The),Blue Feather Music Festival,Whitehorse,Yukon,Western,Rural,Grant,10000,Specialized,['Music'],['Cultural Diversity'],Development,Festival,$8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2017-2018,Musique Royale A Treasury of Music from our Historic Past,A Celebration of Nova Scotia's Musical Heritage - Multi Year (2 of 2),Lunenburg,Nova Scotia,Atlantic,Rural,Grant,22000,Specialized,['Music'],['Young Audience'],Programming,Festival & Series,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Algoma Arts Festival Association,Algoma Fall Festival - Multi Year (2 of 2),Sault Ste. Marie,Ontario,Ontario,Small Urban,Grant,50000,Multidisciplinary,"['Visual Arts', 'Dance', 'Music', 'Theatre']",['Young Audience'],Programming,Festival,$23.0K,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2017-2018,Centre des arts de la scÃÂ¨ne Pauline-Julien,Centre des arts de la scÃÂ¨ne Pauline Julien - Multi Year (1 of 3),Sainte-GeneviÃÂ¨ve,Quebec,Quebec,Large Urban,Grant,50000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy']",['Official Language Minority'],Programming,Series,$23.0K,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017-2018,Town of Georgetown,Kings Playhouse 2017/2018 Season - Multi Year (1 of 2),Georgetown,Prince Edward Island,Atlantic,Rural,Grant,7500,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy']","['Young Audience', 'Indigenous Communities']",Programming,Series,less than $8.0K,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2017-2018,Trail and District Community Arts Council,2017-18 Series,Trail,British Columbia,Western,Remote,Grant,20000,Multidisciplinary,"['Dance', 'Literature', 'Media Art', 'Music', 'Theatre']",['Young Audience'],Development,Series,$12.0K,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Fringe of Toronto Theatre Festival (The),The Toronto Fringe Festival and Next Stage Theatre Festival - Multi Year (1 of 5),Toronto,Ontario,Ontario,Large Urban,Grant,60000,Specialized,['Theatre'],['Young Audience'],Programming,Festival,$50.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Off Festival de Jazz (L'),L'OFF Jazz 17e et 18e ÃÂ©dition - Multi Year (1 of 2),MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,27000,Specialized,['Music'],['Young Audience'],Programming,Festival,$23.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,MontrÃÂ©al Baroque inc.,Montreal Baroque Festival 2015 & 2016 / Themes: Earth-Ether-Et Terre (2015) & Tempest in a Teapot (2016) - Multi Year (2 of 2),MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,14000,Specialized,['Music'],['Official Language Minority'],Programming,Festival,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017-2018,ThÃÂ©ÃÂ¢tre du cuivre,Hiver 2016/Automne 2016 et Hiver 2017/Automne 2017 - Multi Year (2 of 2),Rouyn-Noranda,Quebec,Quebec,Remote,Grant,55000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy']",['Young Audience'],Programming,Series,$50.0K,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Dawson City Music Festival Association,Dawson City Music Festival and Concert Series - Multi Year (1 of 2),Dawson City,Yukon,Western,Remote,Grant,32000,Specialized,['Music'],"['Young Audience', 'Indigenous Communities']",Programming,Festival & Series,$23.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2017-2018,"ArriÃÂ¨re scÃÂ¨ne (L'), Centre dramatique pour l'enfance et la jeunesse en MontÃÂ©rÃÂ©gie","Programmation jeune public - Saisons 2017-2018, 2018-2019 et 2019-2020 - Multi Year (1 of 3)",Beloeil,Quebec,Quebec,Large Urban,Grant,33000,Specialized,['Theatre'],['Young Audience'],Programming,Series,$23.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,2018 South Slave Arctic Winter Games,Arctic Winter Games Cultural Program,Hay River,Northwest Territories,Prairies,Rural,Contribution,184750,Multidisciplinary,"['Dance', 'Literature', 'Music']","['Young Audience', 'Indigenous Communities']",Development,Festival,$50.0K,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-2017,Francis Winspear Centre for Music,Live at the Winspear - Mutli Year (1 of 2),Edmonton,Alberta,Western,Large Urban,Grant,25000,Specialized,['Music'],['None'],Programming,Festival & Series,$23.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Corporation of the Township of Stone Mills,TECDC Concert Series,Centreville,Ontario,Ontario,Rural,Grant,5000,Specialized,['Music'],['None'],Programming,Series,less than $8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Carrefour francophone de Sudbury (Le),10e et 11e saisons de La Slague du Carrefour francophone - Multi Year (2 of 2),Sudbury,Ontario,Ontario,Medium Urban,Grant,40000,Specialized,"['Dance', 'Music']",['Official Language Minority'],Programming,Series,$23.0K,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-2017,Hornby Festival Society,Hornby Festival 2015 and 2017 - Multi Year (2 of 2),Hornby Island,British Columbia,Western,Remote,Grant,12000,Specialized,['Music'],['Young Audience'],Programming,Festival,$8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Grand River Jazz Society Corporation (The),Season 2016-2017 and Season 2017-2018 - Multi Year (1 of 2),Waterloo,Ontario,Ontario,Small Urban,Grant,20000,Specialized,['Music'],['Young Audience'],Programming,Series,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Workman Arts Project of Ontario Inc.,Rendezvous with Madness Film Festival,Toronto,Ontario,Ontario,Large Urban,Grant,15000,Multidisciplinary,"['Visual Arts', 'Media Art']",['Young Audience'],Programming,Festival,$12.0K,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2017-2018,Banff Centre (The),Presenting Series - Multi Year (2 of 2),Banff,Alberta,Western,Rural,Contribution,125000,Multidisciplinary,"['Dance', 'Media Art', 'Music', 'Theatre']",['Young Audience'],Programming,Series,$50.0K,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Saint John Theatre Company Inc. (The),Canadian Stages series at BMO Studio Theatre / Live@The BMO Music Series - Multi Year (1 of 2),Saint John,New Brunswick,Atlantic,Rural,Contribution,15000,Specialized,['Theatre'],['None'],Programming,Series,$12.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Fondation Les Forges inc.,Festival international de la PoÃÂ©sie - Multi Year (1 of 2),Trois-RiviÃÂ¨res,Quebec,Quebec,Medium Urban,Grant,60000,Specialized,['Literature'],['None'],Programming,Festival,$50.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Made in BC - Dance on Tour Society,Made in BC - Dance on Tour - Multi Year (2 of 2),Vancouver,British Columbia,Western,Large Urban,Contribution,60000,Specialized,['Dance'],['Rural or Remote Regions'],Programming,Presenters Support Organization,$50.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2016-2017,Children's Delight Series of Dryden,2016/17 Presenting Season,Dryden,Ontario,Ontario,Remote,Grant,7000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Circus']",['Young Audience'],Programming,Series,less than $8.0K,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,High River Gift of Music Society,Classical Music Programming for Rural Alberta,High River,Alberta,Western,Small Urban,Grant,4000,Specialized,['Music'],['None'],Programming,Series,less than $8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,KAZOO! FESTIVAL,Kazoo! Music Series & Festival 2017-18,Guelph,Ontario,Ontario,Medium Urban,Grant,10000,Multidisciplinary,['Music'],"['Cultural Diversity', 'Young Audience']",Programming,Festival & Series,$8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2016-2017,Sunshine Music Festival Society,Sunshine Music Festival - Multi Year (1 of 2),Powell River,British Columbia,Western,Rural,Grant,6000,Specialized,['Music'],['None'],Programming,Festival,less than $8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Festival AccÃÂ¨s Asie,Festival AccÃÂ¨s Asie 2016,MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,19000,Multidisciplinary,"['Visual Arts', 'Dance', 'Media Art', 'Music', 'Theatre']","['Official Language Minority', 'Cultural Diversity']",Programming,Festival & Series,$12.0K,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
2017-2018,Blue Metropolis Foundation / Fondation MÃÂ©tropolis bleu,19e et 20e ÃÂ©dition du Festival littÃÂ©raire international de MontrÃÂ©al Metropolis bleu - Multi Year (1 of 2),MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,90000,Specialized,['Literature'],"['Official Language Minority', 'Cultural Diversity', 'Young Audience']",Programming,Festival,$50.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
