fiscal_year,organization_name,project_name,city,province,region,community_type,grant_or_contribution,amount_approved,presenter_type,disciplines,audiences,project_sub_type,project_type,amount_category,disciplines_media_art,disciplines_music,disciplines_theatre,disciplines_performance_art,disciplines_dance,disciplines_comedy,disciplines_circus,disciplines_other,disciplines_literature,disciplines_visual_arts,disciplines_storytelling,disciplines_variety,disciplines_heritage_centre/site,disciplines_cinema,audiences_cultural_diversity,audiences_young_audience,audiences_none,audiences_indigenous_communities,audiences_official_language_minority,audiences_rural_or_remote_regions
2017-2018,Groupe de la veillÃÂ©e (Le),Programmation artistique 2017-2018 du thÃÂ©ÃÂ¢tre Prospero,MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,10000,Specialized,['Theatre'],"['Official Language Minority', 'Cultural Diversity', 'Young Audience']",Programming,Series,$8.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2017-2018,Celtic Colours Festival Society,Celtic Colours International Festival - Multi Year (2 of 2),Sydney,Nova Scotia,Atlantic,Rural,Contribution,100000,Specialized,['Music'],"['Official Language Minority', 'Indigenous Communities']",Programming,Festival,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2016-2017,Firehall Theatre Society (The),"Diverse Theatre, Dance, Music, Inter-Disciplinary and Visual Arts at the Firehall Centre - Multi Year (2 of 2)",Vancouver,British Columbia,Western,Large Urban,Contribution,70000,Multidisciplinary,"['Visual Arts', 'Dance', 'Music', 'Theatre']","['Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Festival & Series,$50.0K,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
2017-2018,ThÃÂ©ÃÂ¢tre La Chapelle inc.,Programmation 2017-2018 ÃÂ  2019-2020 - Multi Year (1 of 3),MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,50000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Circus']","['Official Language Minority', 'Cultural Diversity', 'Young Audience']",Programming,Series,$23.0K,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
2016-2017,Organization of Saskatchewan Arts Councils,Annual Showcase Conference and Performing Arts Series Programming - Multi Year (1 of 2),Regina,Saskatchewan,Prairies,Medium Urban,Grant,55000,Multidisciplinary,"['Music', 'Dance', 'Theatre']",['None'],Programming,Presenters Support Organization,$50.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Friends of the Northern Alberta International Children's Festival Society (The),2016-2017 Northern Alberta International Children's Festival - Multi Year (2 of 2),St. Albert,Alberta,Western,Small Urban,Grant,95000,Multidisciplinary,"['Visual Arts', 'Dance', 'Literature', 'Media Art', 'Music', 'Theatre', 'Comedy', 'Circus']","['Official Language Minority', 'Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Festival,$50.0K,True,True,True,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False
2017-2018,Oneness - World Communications,Ottawa International Writers Festival,Ottawa,Ontario,Ontario,Large Urban,Grant,20000,Specialized,['Literature'],['Young Audience'],Programming,Festival,$12.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Bravo Niagara! Festival of the Arts,Bravo Niagara! 2017/18 Season: North Star Freedom Festival and Bravo Winter!,Niagara-on-the-Lake,Ontario,Ontario,Rural,Grant,15000,Multidisciplinary,"['Dance', 'Music']","['Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Festival & Series,$12.0K,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
2016-2017,Regroupement artistique francophone de l'Alberta,Services d'appui en diffusion efficaces et percutantes! - Multi Year (2 of 2),Edmonton,Alberta,Western,Large Urban,Grant,13000,Multidisciplinary,"['Visual Arts', 'Dance', 'Literature', 'Media Art', 'Music', 'Theatre']",['Official Language Minority'],Programming,Presenters Support Organization,$12.0K,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
2017-2018,Societe Culturelle de Kent-Sud Inc. (La),"Programmation 2017-2018, 2018-2019 et festival Folie des arts 2017 et 2018 - Multi Year (1 of 2)",Bouctouche,New Brunswick,Atlantic,Rural,Grant,9000,Multidisciplinary,"['Music', 'Theatre']",['Official Language Minority'],Programming,Festival & Series,$8.0K,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-2017,Goderich Celtic Folk Society Inc.,Feet on the Floor: Dance Traditions - Multi Year (1 of 2),Goderich,Ontario,Ontario,Rural,Grant,25000,Specialized,"['Dance', 'Music']",['Young Audience'],Programming,Festival,$23.0K,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Jazz Winnipeg Inc.,TD Winnipeg International Jazz Festival / Jazz Winnipeg Concert Season / Jazz Winnipeg Youth Outreach Program - Multi Year (1 of 2),Winnipeg,Manitoba,Prairies,Large Urban,Grant,75000,Specialized,['Music'],"['Official Language Minority', 'Cultural Diversity', 'Young Audience']",Programming,Festival & Series,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2016-2017,Mushkegowuk Council,CreeFest 2016 - Ininew Makoshewin - Multi Year (1 of 2),Moose Factory,Ontario,Ontario,Remote,Grant,45000,Multidisciplinary,"['Dance', 'Music']","['Young Audience', 'Indigenous Communities']",Programming,Festival,$23.0K,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2017-2018,Conseil communautaire du Grand-Havre,Programmation des activitÃÂ©s du CCGH - Multi Year (1 of 2),Dartmouth,Nova Scotia,Atlantic,Large Urban,Grant,8000,Multidisciplinary,"['Visual Arts', 'Dance', 'Music', 'Theatre']","['Official Language Minority', 'Young Audience']",Programming,Series,less than $8.0K,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2016-2017,Casteliers,Festival de Casteliers 2016 et 2017 (11e et 12e ÃÂ©ditions) et Saisons 2015-2016 et 2016-2017 - Multi Year (2 of 2),MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,17000,Specialized,['Theatre'],['Young Audience'],Programming,Festival & Series,$12.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Sid Williams Theatre Society,Blue Circle Series - Multi Year (1 of 2),Courtenay,British Columbia,Western,Rural,Grant,26500,Multidisciplinary,"['Dance', 'Music', 'Theatre']",['None'],Programming,Series,$23.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Theatre SKAM Association,SKAMpede - Multi Year (1 of 2),Victoria,British Columbia,Western,Large Urban,Grant,5000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy']",['Young Audience'],Programming,Festival,less than $8.0K,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Georgian Bay Folk Society,Summerfolk Music & Crafts Festival / Community Connections - Multi Year (1 of 2),Owen Sound,Ontario,Ontario,Rural,Grant,45000,Specialized,"['Visual Arts', 'Dance', 'Music']",['Young Audience'],Programming,Festival & Series,$23.0K,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2017-2018,Diffusion Saguenay inc.,Savourez avec plaisir - Multi Year (2 of 2),Saguenay,Quebec,Quebec,Medium Urban,Grant,14000,Multidisciplinary,"['Music', 'Theatre', 'Comedy', 'Circus', 'Other']",['Young Audience'],Programming,Series,$12.0K,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Maximum 90,"Soutien ÃÂ  la programmation pour les saisons 2017-2018, 2018-2019, 2019-2020 - Multi Year (1 of 3)",Carleton-sur-Mer,Quebec,Quebec,Remote,Grant,37000,Multidisciplinary,"['Visual Arts', 'Dance', 'Music', 'Theatre', 'Circus', 'Other']","['Official Language Minority', 'Young Audience']",Programming,Festival & Series,$23.0K,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False
2016-2017,Bureau des affaires poÃÂ©tiques,"Mois de la PoÃÂ©sie, 10ÃÂ¨me ÃÂ©dition",Quebec,Quebec,Quebec,Large Urban,Grant,12000,Specialized,['Literature'],"['Official Language Minority', 'Young Audience']",Programming,Festival,$8.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2017-2018,Watrous and Area Arts Council,2017-2018 Stars for Saskatchewan,Watrous,Saskatchewan,Prairies,Rural,Grant,6000,Specialized,['Music'],['None'],Programming,Series,less than $8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Creative City Centre Inc.,Word Up!: Spoken Word Series,Regina,Saskatchewan,Prairies,Medium Urban,Grant,8000,Specialized,['Other'],['Young Audience'],Development,Series,less than $8.0K,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Harvest Jazz and Blues Festival Inc.,Harvest Jazz and Blues Festival - Multi Year (1 of 2),Fredericton,New Brunswick,Atlantic,Small Urban,Grant,75000,Specialized,['Music'],['None'],Programming,Festival,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Literary and Historical Society of Quebec,2017 ImagiNation Writers' Festival,Quebec,Quebec,Quebec,Large Urban,Grant,10000,Specialized,['Literature'],['Official Language Minority'],Programming,Festival,$8.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2016-2017,Maximum 90,Soutien ÃÂ  la programmation pour les saisons 2015-2016 et 2016-2017 - Multi Year (2 of 2),Carleton-sur-Mer,Quebec,Quebec,Remote,Grant,35000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Circus', 'Other']","['Official Language Minority', 'Young Audience']",Programming,Festival & Series,$23.0K,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False
2016-2017,Regina Folk Festival Inc.,"Regina Folk Festival, Regina Folk Festival Concert Series, Regina Folk Festival Workshop Series and RFF Winterfest - Multi Year (1 of 2)",Regina,Saskatchewan,Prairies,Medium Urban,Contribution,105000,Specialized,['Music'],"['Official Language Minority', 'Cultural Diversity', 'Young Audience']",Programming,Festival & Series,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2017-2018,Rosario Ancer Flamenco Arts Society,Vancouver International Flamenco Festival - Multi Year (2 of 2),Vancouver,British Columbia,Western,Large Urban,Grant,15000,Specialized,['Dance'],['Cultural Diversity'],Programming,Festival,$12.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2017-2018,FestivitÃÂ©s de Vaudreuil-Dorion,Festival de cirque de Vaudreuil-Dorion,Vaudreuil-Dorion,Quebec,Quebec,Rural,Grant,12000,Multidisciplinary,"['Music', 'Circus']","['Official Language Minority', 'Young Audience']",Programming,Festival,$8.0K,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2017-2018,South Country Fair Association,This is not a drill - Multi Year (2 of 2),Fort Macleod,Alberta,Western,Rural,Grant,18000,Specialized,['Music'],['None'],Programming,Festival & Series,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Durham Art Gallery (The),Words Aloud Spoken Word and Storytelling Festival - Multi Year (1 of 3),Durham,Ontario,Ontario,Rural,Grant,12500,Specialized,['Literature'],['None'],Programming,Festival,$12.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Algoma Arts Festival Association,Algoma Fall Festival - Multi Year (1 of 2),Sault Ste. Marie,Ontario,Ontario,Small Urban,Grant,50000,Multidisciplinary,"['Visual Arts', 'Dance', 'Music', 'Theatre']",['Young Audience'],Programming,Festival,$23.0K,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2016-2017,Canadian Stage Corporation (The),The 2016-2017 and 2017-2018 Presentation Series - Multi Year (1 of 2),Toronto,Ontario,Ontario,Large Urban,Contribution,100000,Specialized,['Theatre'],['Young Audience'],Programming,Series,$50.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Maison quÃÂ©bÃÂ©coise du thÃÂ©ÃÂ¢tre pour l'enfance et la jeunesse,Saison 2016-2017 / 2017-2018 - Multi Year (1 of 2),MontrÃÂ©al,Quebec,Quebec,Large Urban,Contribution,130000,Specialized,['Theatre'],['Young Audience'],Programming,Series,$50.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Conseil des organismes francophones de la rÃÂ©gion de Durham (C.O.F.R.D.),Programmation culturelle 2016-2017 / 2017-2018 - Multi Year (1 of 2),Oshawa,Ontario,Ontario,Large Urban,Grant,15000,Multidisciplinary,"['Music', 'Theatre']",['Official Language Minority'],Programming,Series,$12.0K,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-2017,Electric Eclectics,Electric Eclectics Festival - Multi Year (2 of 2),Meaford,Ontario,Ontario,Rural,Grant,15000,Specialized,"['Visual Arts', 'Music']",['Young Audience'],Programming,Festival,$12.0K,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2016-2017,Pop MontrÃÂ©al International Music Festival - Festival international de Musique Pop MontrÃÂ©al,14th and 15th editions of the POP Montreal International Music Festival - Multi Year (2 of 2),MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,35000,Specialized,['Music'],"['Official Language Minority', 'Cultural Diversity', 'Young Audience']",Programming,Festival,$23.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2017-2018,New Adventures in Sound Art,2016-2018 New Adventures in Sound Art Presentation Programming  - Multi Year (2 of 2),Toronto,Ontario,Ontario,Large Urban,Grant,30000,Specialized,['Other'],['None'],Programming,Festival,$23.0K,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Centre Culturel - Les Trois P'tits Points (Le),Programmation annuelle 2016-2017,Alexandria,Ontario,Ontario,Rural,Grant,15000,Multidisciplinary,"['Music', 'Theatre', 'Comedy']",['Official Language Minority'],Programming,Series,$12.0K,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
